,reviews,label,clean_reviews
115,Buagus bgt sihhh gila dengan harga segitu kainnya adem banget terus jatuh pula sukakk next mau beli lagi ahhh hehehehehehe,1.0,buagus banget sihhh gila dengan harga segitu kain adem banget terus jatuh pula sukakk next mau beli lagi ahhh hehehehehehe
116,Bagusss bangett recommended yg mau beli ditoko ini ga diragukan lagi ga ges yaa gudd muat di aku yg 68 kg xixixi,1.0,bagusss bangett recommended yang mau beli di toko ini tidak ragu lagi tidak ges yaa gudd muat di saya yang kg xixixi
117,bagus banget astagaaa kacau sih fix bgt nnti rebuy woeeeeee,1.0,bagus banget astagaaa kacau sih fix banget nnti rebuy woeeeeee
118,Bahan adem. Warna soft. Pokoknyaaa bagussss pollll dehhh. Udahh beli yang ke 3 kalii juga karna emang sebagus ituu,1.0,bahan adem warna soft pokoknyaaa bagussss pollll dehhh udahh beli yang ke kali juga karena emang bagus ituu
119,Beli yg keduakalinyaaa gapernah gagal🥰🥰 tengkyuuu endorse akudongggg ahahaha,1.0,beli yang keduakalinyaaa tidak pernah gagal tengkyuuu endorse akudongggg ahahaha
120,"Beli model kaya gini di 2 toko cuma beda warna aja
Perbedaan bahan kelihatan bagus ini bahannya
Tidak Merawang bahan langsung klihatan adem padahal sama bahan rayon",1.0,beli model kaya begini di toko cuma beda warna saja beda bahan lihat bagus ini bahan tidak rawang bahan langsung klihatan adem padahal sama bahan rayon
121,"Harga segini yah ttp worth it,mau ber ekspetasi katun rayon di mall ya salah ,cm cutting an blakang kurang sinkron,miring gtu ga simetris",0.0,harga gin yah ttp worth itmau ber ekspetasi katun rayon di mall ya salah cuma cutting an blakang kurang sinkronmiring begitu tidak simetris
122,"Bajunya bgus bahannya adem, jumbo juga ukurannya ternyata tangannya pendek baget tp gapapa baguss kok",1.0,baju bgus bahan adem jumbo juga ukur nyata tangan pendek baget tetapi tidak apa baguss kok
123,"Bahannya super adem banget , kainnya lemes gitu , jatuh . Cmn ke gedean jadi makainya kayak ibu2 hamil",1.0,bahan super adem banget kain lemes begitu jatuh cmn ke gede jadi maka seperti ibu hamil
124,"Masyaallah cantiknya 🥰 ga nyesel order disini 
Makasi ya ka, Insyallah bakalan order yg warna lain, bahannya ga terlalu tebal dan ga terlalu tipis, sesuai harga ❤️ tapi ku syukkaaaaa😍😍😍🤫",1.0,masyaallah cantik tidak sesal order sini makas ya ka insyallah bakal order yang warna lain bahan tidak terlalu tebal dan tidak terlalu tipis sesuai harga tapi ku syukkaaaaa
125,"Bagus bajunya, kainnya juga jatuh dingin lagi, pokoknya gak rugi deh klo beli di sini... Bagusssssssssssssssssssssssss",1.0,bagus baju kain juga jatuh dingin lagi pokok tidak rugi deh kalau beli di sini bagusssssssssssssssssssssssss
126,"Bahan adem, kualitas standar, panjang lengan lebib pendek drpd perkiraan",1.0,bahan adem kualitas standar panjang lengan lebib pendek daripada kira
127,"sumpah bagus bangett, bahannya adem, pengirimannya juga cepet bgt sampe kaget kok udh sampe aja. nggknyesel dan tidak mengecewakan mau order lg tp warna yg dipgn dh keburu habis:(",1.0,sumpah bagus bangett bahan adem kirim juga cepat banget sampai kaget kok sudah sampai saja nggknyesel dan tidak kecewa mau order lagi tetapi warna yang dipgn sudah keburu habis
128,"okeeeeeeeeeeeeeeeeeeeeeeeeeee bangettttt
ga kecewa ih, besok belanja sini lagi aja",1.0,okeeeeeeeeeeeeeeeeeeeeeeeeeee bangettttt tidak kecewa ih besok belanja sini lagi saja
129,Adem bingitt bahannya sukaa deh sayangnya kurang panjang dikit tpi kualitas tetep okeeee kok,1.0,adem bingitt bahan sukaa deh sayang kurang panjang sedikit tapi kualitas tetap okeeee kok
130,Kemejanya bagusss bgt bahannya warnanya bener bener soft bgttt ga norak gt sihhh bahaannyaa juraaaaaaaa bgt,1.0,kemeja bagusss banget bahan warna bener bener soft bgttt tidak norak begitu sihhh bahaannyaa juraaaaaaaa banget
131,"Bagusss bgt kemejanya bs jadi outer juga, lengannya ga terlalu pendek bahannya adem. Thank you",1.0,bagusss banget kemeja bisa jadi outer juga lengan tidak terlalu pendek bahan adem thank kamu
132,"Bahannya adem , kain jatuh gtu . Ga panas dan ga bikin gerah , sayangnya agak pendek di aku pas2an di bawah pinggang dikit , tapi sukaaa bngt",1.0,bahan adem kain jatuh begitu tidak panas dan tidak bikin gerah sayang agak pendek di saya pas di bawah pinggang sedikit tapi sukaaa bngt
133,baguss bangetttt barang oriiginal tidak ada kerusakan di pesanan terimakasihh🔥🔥🔥🔥🔥🔥🔥🔥,1.0,baguss bangetttt barang oriiginal tidak ada rusa di pesan terimakasihh
134,Ga kecewa dengan barang nya real pic banget dan adem di pake pas banget dengan cuaca panas...makasih kak,1.0,tidak kecewa dengan barang nya real pic banget dan adem di pakai pas banget dengan cuaca panasmakasih kak
135,Best banget ini mah nyesel yg model ini cuma pesen satu bahannya lembut syukaa pokoknya thanks seller insyaallah jadi langganan tapi pengiriman agak lambat menurutku...,1.0,best banget ini mah sesal yang model ini cuma pesan satu bahan lembut syukaa pokok terimakasih jual insyaallah jadi langgan tapi kirim agak lambat turut
136,"SUKAAAA BANGETTTTT🥰🥰🥰🥰
BAHANNYA ADEMMMMNNNN PARAH❤️❤️❤️",1.0,sukaaaa bangettttt bahan ademmmmnnnn parah
137,Bagus👍👍 bahannya adem hanya saja modelnya kurang cocok untuk aku. Tapi bagus banget kok ini hanya masalah taste aja 😄,1.0,bagus bahan adem hanya saja model kurang cocok untuk saya tapi bagus banget kok ini hanya masalah taste saja
138,"Cepet banget baru kemarin pesen hari ini langsung dateng, bahan bagus rayon lengannya emang agak pendek tapi overal oke kok bagus",1.0,cepat banget baru kemarin pesan hari ini langsung datang bahan bagus rayon lengan emang agak pendek tapi overal oke kok bagus
139,"ga nyangka cepet bangettt sampenyaaa! bahannya bagusss banget,adem dipake,bener bener ga ngecewain. nyesel cuma beli 2 doang,bakal beli lagi si!",1.0,tidak nyangka cepat bangettt sampenyaaa bahan bagusss bangetadem dipakebener bener tidak ngecewain sesal cuma beli doangbakal beli lagi si
140,"Alhamdulillah barangnya bagus, kalo masalah bahan terawang apa ngga, setau saya sih bahan rayon tetep terawang mau harga mahal apa ngga, tapi ini worth it sih menurutku dengan harga segitu",1.0,alhamdulillah barang bagus kalau masalah bahan terawang apa tidak tau saya sih bahan rayon tetap terawang mau harga mahal apa tidak tapi ini worth it sih turut dengan harga segitu
141,Fix ini sih bgus parah...mksh seller,1.0,fix ini sih bgus parahmksh jual
142,"Bahan nya adem banget,lembut gak nyangka bakal sebagus ini warna nya juga gak norak😭❤️‍🔥",1.0,bahan nya adem bangetlembut tidak nyangka bakal bagus ini warna nya juga tidak norak
143,gila whorit bgt sumpah. bahannya itu adem. Next bakal order disini,1.0,gila whorit banget sumpah bahan itu adem next bakal order sini
144,"sudah 2 kali beli disini, next mau beli lagi krna emang sebagus itu😍😍",1.0,sudah kali beli sini next mau beli lagi karena emang bagus itu
145,"Bahan bagus adem jatoh, tapi rada kecewa aku minta warna lilac yang dikirim abu kecewa banget sih jd males kalo mau beli lagi teh",0.0,bahan bagus adem jatuh tapi rada kecewa saya minta warna lilac yang kirim abu kecewa banget sih jadi malas kalau mau beli lagi teh
146,"Bagus bangetttttt bahannya adem dan ga nerawang best deh, cuma masalah dipengiriman aja tapi overall good next bakal oder lagi👌",1.0,bagus bangetttttt bahan adem dan tidak nerawang best deh cuma masalah kirim saja tapi overall good next bakal oder lagi
147,"Baju tipis, agak nerawang
Untung warnanya item, mungkin kalo warna laen lebih nerawang lagi
Kain agak kasar",0.0,baju tipis agak nerawang untung warna item mungkin kalau warna lain lebih nerawang lagi kain agak kasar
148,Bahannya adem ga terlalu tipis,1.0,bahan adem tidak terlalu tipis
149,"Baguss bgtt,bahan adem dn tebal,ga terlalu tipis",1.0,baguss bgttbahan adem dan tebalga terlalu tipis
150,Bahanya ga bikinn gerah jatuhh,1.0,bahanya tidak bikinn gerah jatuhh
151,Cuma legan ke q kurang panjang dikit,0.0,cuma legan ke saya kurang panjang sedikit
152,Nyesel beli cuma satu❤️😂,1.0,sesal beli cuma satu
153,"Bahannya panas, terus nerawang, bukan katun kaya yg sebelumnya aku pesan.. sedikit kecewa ihh",0.0,bahan panas terus nerawang bukan katun kaya yang belum saya pesan sedikit kecewa ihh
154,"udah bbrapa kali beli di toko ini, bahannya ga pernah mengecewakan, adem bangetttt",1.0,sudah beberapa kali beli di toko ini bahan tidak pernah kecewa adem bangetttt
155,"Bgaaaaaaaaus bangeeeet tauuu,kayak kemeja yang mahal gituuu,lembut banget lagiii, ini ni bakalan order selalu si",1.0,bgaaaaaaaaus bangeeeet tauuukayak kemeja yang mahal gituuulembut banget lagiii ini ni bakal order selalu si
156,"rada jengkel sih sama pengirimannya agak lelet tp itukan dr pihak kurir ya bkn dr pihak owner, untuk bajunya bagus bgt😍bahan adem trs jg ga nerawang pokoknya luvvv bgt ga nyesel thank you💖🌻",1.0,rada jengkel sih sama kirim agak lelet tetapi itu dari pihak kurir ya bukan dari pihak owner untuk baju bagus bgtbahan adem terus juga tidak nerawang pokok luvvv banget tidak sesal thank kamu
157,"i love it so much!!! bahan rayon emng the best sih, gk begitu tipis dan gk tebel juga, adem parah! suka bgt sama semuanya, pasti bakal beli lagi disini. warnanya cute parah, gemoyyyyyy!",1.0,i love it jadi much bahan rayon emang the best sih tidak begitu tipis dan tidak tebal juga adem parah suka banget sama semua pasti bakal beli lagi sini warna cute parah gemoyyyyyy
158,"kemaren tetangga yg beli, malah keracunan dong
emg sebagus itu gais kemejanya😭",1.0,kemaren tetangga yang beli malah racun dong emang bagus itu gais kemeja
159,"Pengirimannya cepet banget. Pesen sabtu pagi, minggu siang sudah sampai. Bajunya juga lumayan lah oke untuk harga segitu. Gak terlalu menerawang (baju putih emang wajar kalau menerawang), bahannya juga flowy&adem. Tapi ternyata panjang bajunya gak sepanjang yang aku bayangin wkwk tapi overall 💖",1.0,kirim cepat banget pesan sabtu pagi minggu siang sudah sampai baju juga lumayan lah oke untuk harga segitu tidak terlalu terawang baju putih emang wajar kalau terawang bahan juga flowyadem tapi nyata panjang baju tidak panjang yang saya bayangin wkwk tapi overall
160,Bahan rayon sih emang adem yah cuma tangan y ngatung di aku pas dipake kaya lengan 3/4 blm dicoba semoga gak kegedean thanks...,0.0,bahan rayon sih emang adem yah cuma tangan y ngatung di saya pas pakai kaya lengan belum coba moga tidak terlalu besar terimakasih
161,"Bagooos. Nyesal cuma beli 1.
Pengemasannua sehari doang. The best sih.",1.0,bagooos nyesal cuma beli pengemasannua hari saja the best sih
162,"Gak meragukan sih, rekomend bgttt. Th u sellerrrr🥰🥰🥰🥰😘😘😘😘",1.0,tidak ragu sih rekomend bgttt th kamu sellerrrr
163,thank youu ka kacamata nyaa udah sampee nihhh kualitas nyaa bagusss padahal harganya murahh walaupun rada kebesaran tp emg muka aku kecil sih tp gpp aku puasss,1.0,thank youu ka kacamata nyaa sudah sampee nihhh kualitas nyaa bagusss padahal harga murahh walaupun rada besar tetapi emang muka saya kecil sih tetapi tidak-apa-apa saya puasss
164,"Kualitas produk sangat baik, real pict cuma pengirimannya agak lama, tpi okelahh dengan harga segitu",1.0,kualitas produk sangat baik real pict cuma kirim agak lama tapi okelahh dengan harga segitu
165,"ternyata tipis,jadi nya ringkih yg putih kaca nya retak,eh yg ini juga kerangka nyabpatah,jadi nya kaca nya lepas,pas di buka packing nya kaca nya lepas,mungkin karna tertumpuk2 jadi pas di expedisi nya ,padahal udah pake buble",0.0,nyata tipisjadi nya ringkih yang putih kaca nya retakeh yang ini juga kerangka nyabpatahjadi nya kaca nya lepaspas di buka packing nya kaca nya lepasmungkin karena tumpuk jadi pas di expedisi nya padahal sudah pakai buble
166,Dari 6 yg di beli 1 kaca nya copot.. varian model nya juga tidak sesuai orderan sebenarnya kecewa walaupun harga murah masa iya jadi rugi karena 1 kacamata TDK bisa d pakai semoga lain kali lebih teliti dalam mengirimkan barang.. mau kasi bintang 2 cuma ga tega..,1.0,dari yang di beli kaca nya lepas varian model nya juga tidak sesuai order benar kecewa walaupun harga murah masa iya jadi rugi karena kacamata tidak bisa d pakai moga lain kali lebih teliti dalam kirim barang mau kasih bintang cuma tidak tega
167,"Kacamatanya kurang gelap, aku maunya yg gelap. Kacamatanya dibawa sama adek jadi gak bisa difoto. Makasih yaaa",0.0,kacamata kurang gelap saya mau yang gelap kacamata bawa sama adek jadi tidak bisa foto terimakasih yaaa
168,"Bagussss kacamatanyaa, mewah yaa kayak mahal banget gt , tebel juga dan no kaleng2 laaahh .",1.0,bagussss kacamatanyaa mewah yaa seperti mahal banget begitu tebal juga dan nomor kaleng laaahh
169,"Kaca mata yang dateng bagus banget ..
Harga segitu kacamata kelihatan mahal ..
Gak bakal nyesel beli kacamata ini yang ada bakal order lagi ..",1.0,kaca mata yang datang bagus banget harga segitu kacamata lihat mahal tidak bakal sesal beli kacamata ini yang ada bakal order lagi
170,"Pengiriman&pengemasan lumayan cepet, harga murceeee bgt tp keliatan kek mahal, model nya bagusss, thank u",1.0,pengirimanpengemasan lumayan cepat harga murceeee banget tetapi lihat seperti mahal model nya bagusss thank kamu
171,"Sebenernya gak ada yang rusak sih cuman kaca nya gede banget terus kaya beda samaa gambar nya,, pengiriman nya lama hhe tapi gak papa makasihh",0.0,sebenernya tidak ada yang rusak sih cuma kaca nya besar banget terus kaya beda samaa gambar nya kirim nya lama hhe tapi tidak papa makasihh
172,"Kacamata nya kerennn bangetttt aku sukaa, ditambah kekecewaan badaiii. Bakal jadi langganan ni",1.0,kacamata nya kerennn bangetttt saya sukaa tambah kecewa badaiii bakal jadi langgan ni
173,"Kacamatanya dalam keadaan bagus, cuma gagangnya agak longgar dikit yang sebelah tapi oke kok",0.0,kacamata dalam ada bagus cuma gagang agak longgar sedikit yang belah tapi oke kok
174,"Mantapp tidak perlu diragukan lagi beli disini, pertahankann",1.0,mantapp tidak perlu ragu lagi beli sini pertahankann
175,"Saya order kacamata GM Black 10pcs datangnya yang bener cuma 8pcs saja..yang 1pcs tanpa bungkus, dan 1pcs lagi gak tau itu model apa..yang jelas bukan GM. Padahal selalu repeat order lusinan disini. Satu lagi dulu bungkusnya selalu Gentle Monster tapi sekarang Gentle Mustang..tolong next di chek lg",0.0,saya order kacamata gm black pcs datang yang bener cuma pcs sajayang pcs tanpa bungkus dan pcs lagi tidak tau itu model apayang jelas bukan gm padahal selalu ulang order lusin sini satu lagi dulu bungkus selalu gentle monster tapi sekarang gentle mustangtolong next di chek lagi
176,Sy pesan yg titiknya 3 kok dikirim yg titik 2 klo emang stok gak ada kan bisa bilang ke sy. Ini malah kirim sesuka hati. Padahal aku udah langganan disni udah banyak kali belanja ko kali ini mengecewakan banget,0.0,saya pesan yang titik kok kirim yang titik kalau emang stok tidak ada kan bisa bilang ke saya ini malah kirim suka hati padahal saya sudah langgan sini sudah banyak kali belanja ko kali ini kecewa banget
177,"Alhamdulillah guys berkali kali order ngga kecewa dengan harga yang gila bangetttt lebih miring dari toko2 lain.
Tengkyu yah kak.
Lancar selalu
Bakal langganan kak.",1.0,alhamdulillah guys kali kali order tidak kecewa dengan harga yang gila bangetttt lebih miring dari toko lain tengkyu yah kak lancar selalu bakal langgan kak
178,"Ternyata sma kaya si gentle mustang coba tau beli satu aja😅
Tingkatkan lagi packingnya bilangnya di live free bubble wrap ternyata dtang cuma pake plastik hitam...
Untung saja tdk ada yg pecah kacamatanya...",0.0,nyata sma kaya si gentle mustang coba tau beli satu saja tingkat lagi packingnya bilang di live free bubble wrap nyata datang cuma pakai plastik hitam untung saja tidak ada yang pecah kacamata
179,"Paket sudah sampai
Selalu langganan disini sudah sejak lama
Terimakasih seller",1.0,paket sudah sampai selalu langgan sini sudah sejak lama terimakasih jual
180,"Terimakasih.... Paket baru saja datang stelah pengiriman lama tapi untung nya sampe sebelum lebaran.... Over all smua barang baguss... Pengemasan oke...............,.......",1.0,terimakasih paket baru saja datang stelah kirim lama tapi untung nya sampai belum lebaran over all semua barang baguss emas oke
181,Baguss bangetttt.. Bubble wrap tebel jugaa.. Pembelian pertama langsung dua & ga mengecewakan.. Makasihh,1.0,baguss bangetttt bubble wrap tebal jugaa beli pertama langsung dua tidak kecewa makasihh
182,TOKONYA BARANGNYA ADKINNYA EMANG TOP BANGET DIKAISH BUBLE WARP JUGA PADAHAL GAL BELI😣 MAKASIH BANGET ,1.0,toko barang adkinnya emang top banget dikaish buble warp juga padahal gal beli terimakasih banget
183,Sudah sampai barangnya. . Terimakasih seller walaupun lama pengemasannya. . ,1.0,sudah sampai barang terimakasih jual walaupun lama emas
184,Penantian yang panjang ya agak lama pengirimannya. Packingnya kebuka gak tau kenapa udah kek gitu tapi untung gda barang yang ilang. ,0.0,nanti yang panjang ya agak lama kirim packingnya buka tidak tau kenapa sudah seperti begitu tapi untung tidak ada barang yang hilang
185,"lama sampeknya pdahal ket bukan dr luar negri 
sampe kesel sensiri nunggunya ",0.0,lama sampek padahal terang bukan dari luar negeri sampai kesel sensiri nunggunya
